scan_id,timestamp,lat,lon,ssid,mac,rssi
166,2026-02-17 10:43:46,35.51705,11.03457,Ooredoo-X17M-E35B9A,FC:3F:FC:E3:5B:9E,-76
166,2026-02-17 10:43:46,35.51705,11.03457,ORANGE_908C,24:26:D6:F5:90:94,-83
166,2026-02-17 10:43:46,35.51705,11.03457,Ooredoo-DE35,BC:75:74:F2:DE:35,-84
166,2026-02-17 10:43:46,35.51705,11.03457,HexaByte D9B0,6C:D1:E5:80:F4:84,-84
165,2026-02-17 10:43:41,35.517,11.03441,Ooredoo-X17M-E30BC0,FC:3F:FC:E3:0B:C4,-78
165,2026-02-17 10:43:41,35.517,11.03441,Ooredoo-X17M-E35B9A,FC:3F:FC:E3:5B:9E,-77
165,2026-02-17 10:43:41,35.517,11.03441,ORANGE_908C,24:26:D6:F5:90:94,-81
164,2026-02-17 10:43:36,35.51708,11.0344,Ooredoo-X17M-E35B9A,FC:3F:FC:E3:5B:9E,-77
164,2026-02-17 10:43:36,35.51708,11.0344,Ooredoo-X17M-E30BC0,FC:3F:FC:E3:0B:C4,-78
164,2026-02-17 10:43:36,35.51708,11.0344,ORANGE_908C,24:26:D6:F5:90:94,-81
164,2026-02-17 10:43:36,35.51708,11.0344,HexaByte D9B0,6C:D1:E5:80:F4:84,-84
164,2026-02-17 10:43:36,35.51708,11.0344,ooredoo-8BCAAE,98:A9:42:8B:CA:AF,-82
163,2026-02-17 10:43:31,35.51703,11.03443,Ooredoo-X17M-E30BC0,FC:3F:FC:E3:0B:C4,-78
163,2026-02-17 10:43:31,35.51703,11.03443,ORANGE_908C,24:26:D6:F5:90:94,-81
163,2026-02-17 10:43:31,35.51703,11.03443,HexaByte D9B0,6C:D1:E5:80:F4:84,-84
162,2026-02-17 10:43:26,35.51703,11.03443,Ooredoo-X17M-E35B9A,FC:3F:FC:E3:5B:9E,-77
162,2026-02-17 10:43:26,35.51703,11.03443,HexaByte D9B0,6C:D1:E5:80:F4:84,-84
161,2026-02-17 10:43:21,35.51702,11.03456,HexaByte D9B0,6C:D1:E5:80:F4:84,-84
161,2026-02-17 10:43:21,35.51702,11.03456,dlink-D349,58:D5:6E:A9:D3:4A,-84
161,2026-02-17 10:43:21,35.51702,11.03456,ORANGE_908C,24:26:D6:F5:90:94,-83
161,2026-02-17 10:43:21,35.51702,11.03456,Ooredoo-X17M-E30BC0,FC:3F:FC:E3:0B:C4,-81
160,2026-02-17 10:43:16,35.51683,11.03486,ORANGE_908C,24:26:D6:F5:90:94,-82
160,2026-02-17 10:43:16,35.51683,11.03486,Ooredoo-X17M-E35B9A,FC:3F:FC:E3:5B:9E,-82
160,2026-02-17 10:43:16,35.51683,11.03486,ORANGE_85A8,24:26:D6:F5:85:B0,-89
160,2026-02-17 10:43:16,35.51683,11.03486,ooredoo-8BCAAE,98:A9:42:8B:CA:AF,-89
159,2026-02-17 10:43:11,35.51681,11.03529,dlink-D349,58:D5:6E:A9:D3:4A,-80
159,2026-02-17 10:43:11,35.51681,11.03529,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
159,2026-02-17 10:43:11,35.51681,11.03529,HexaByte D9B0,6C:D1:E5:80:F4:84,-89
159,2026-02-17 10:43:11,35.51681,11.03529,ORANGE_85A8,24:26:D6:F5:85:B0,-87
159,2026-02-17 10:43:11,35.51681,11.03529,ORANGE_908C,24:26:D6:F5:90:94,-89
158,2026-02-17 10:43:06,35.51671,11.03547,ORANGE_908C,24:26:D6:F5:90:94,-89
158,2026-02-17 10:43:06,35.51671,11.03547,dlink-D349,58:D5:6E:A9:D3:4A,-77
158,2026-02-17 10:43:06,35.51671,11.03547,ORANGE_85A8,24:26:D6:F5:85:B0,-87
158,2026-02-17 10:43:06,35.51671,11.03547,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
158,2026-02-17 10:43:06,35.51671,11.03547,HexaByte D9B0,6C:D1:E5:80:F4:84,-89
157,2026-02-17 10:43:01,35.51674,11.03529,dlink-D349,58:D5:6E:A9:D3:4A,-80
157,2026-02-17 10:43:01,35.51674,11.03529,ORANGE_85A8,24:26:D6:F5:85:B0,-87
157,2026-02-17 10:43:01,35.51674,11.03529,ORANGE_908C,24:26:D6:F5:90:94,-89
157,2026-02-17 10:43:01,35.51674,11.03529,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
156,2026-02-17 10:42:56,35.51677,11.03526,dlink-D349,58:D5:6E:A9:D3:4A,-80
156,2026-02-17 10:42:56,35.51677,11.03526,ORANGE_85A8,24:26:D6:F5:85:B0,-87
156,2026-02-17 10:42:56,35.51677,11.03526,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
155,2026-02-17 10:42:51,35.5168,11.03555,dlink-D349,58:D5:6E:A9:D3:4A,-77
154,2026-02-17 10:42:46,35.5168,11.03568,dlink-D349,58:D5:6E:A9:D3:4A,-73
154,2026-02-17 10:42:46,35.5168,11.03568,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-75
154,2026-02-17 10:42:46,35.5168,11.03568,ORANGE_85A8,24:26:D6:F5:85:B0,-86
153,2026-02-17 10:42:41,35.51684,11.03552,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
153,2026-02-17 10:42:41,35.51684,11.03552,dlink-D349,58:D5:6E:A9:D3:4A,-77
152,2026-02-17 10:42:36,35.5169,11.03511,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-85
152,2026-02-17 10:42:36,35.5169,11.03511,dlink-D349,58:D5:6E:A9:D3:4A,-79
152,2026-02-17 10:42:36,35.5169,11.03511,TOPNET_586C,AC:5E:14:F7:58:74,-90
151,2026-02-17 10:42:30,35.51676,11.03488,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-57
151,2026-02-17 10:42:30,35.51676,11.03488,dlink-D349,58:D5:6E:A9:D3:4A,-79
151,2026-02-17 10:42:30,35.51676,11.03488,TT_2998,40:ED:00:A6:29:98,-87
151,2026-02-17 10:42:30,35.51676,11.03488,ORANGE_85A8,24:26:D6:F5:85:B0,-89
150,2026-02-17 10:42:25,35.51641,11.0349,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-65
150,2026-02-17 10:42:25,35.51641,11.0349,ORANGE_85A8,24:26:D6:F5:85:B0,-85
150,2026-02-17 10:42:25,35.51641,11.0349,TT_2998,40:ED:00:A6:29:98,-89
150,2026-02-17 10:42:25,35.51641,11.0349,dlink-D349,58:D5:6E:A9:D3:4A,-89
150,2026-02-17 10:42:25,35.51641,11.0349,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-89
149,2026-02-17 10:42:20,35.51641,11.0349,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-65
149,2026-02-17 10:42:20,35.51641,11.0349,ORANGE_85A8,24:26:D6:F5:85:B0,-85
149,2026-02-17 10:42:20,35.51641,11.0349,dlink-D349,58:D5:6E:A9:D3:4A,-89
149,2026-02-17 10:42:20,35.51641,11.0349,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-89
149,2026-02-17 10:42:20,35.51641,11.0349,MAXBOX5G_5713_plus,64:64:4A:4F:56:8C,-90
148,2026-02-17 10:42:15,35.5162,11.03522,TT_2998,40:ED:00:A6:29:98,-75
148,2026-02-17 10:42:15,35.5162,11.03522,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-84
148,2026-02-17 10:42:15,35.5162,11.03522,ORANGE_85A8,24:26:D6:F5:85:B0,-67
148,2026-02-17 10:42:15,35.5162,11.03522,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
148,2026-02-17 10:42:15,35.5162,11.03522,TOPNET_586C,AC:5E:14:F7:58:74,-87
148,2026-02-17 10:42:15,35.5162,11.03522,dlink-D349,58:D5:6E:A9:D3:4A,-88
147,2026-02-17 10:42:10,35.51621,11.0352,TT_2998,40:ED:00:A6:29:98,-75
147,2026-02-17 10:42:10,35.51621,11.0352,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
147,2026-02-17 10:42:10,35.51621,11.0352,MAXBOX5G_5713_plus,64:64:4A:4F:56:8C,-87
147,2026-02-17 10:42:10,35.51621,11.0352,ORANGE_85A8,24:26:D6:F5:85:B0,-67
146,2026-02-17 10:42:05,35.51621,11.03519,TT_2998,40:ED:00:A6:29:98,-75
146,2026-02-17 10:42:05,35.51621,11.03519,ORANGE_85A8,24:26:D6:F5:85:B0,-67
146,2026-02-17 10:42:05,35.51621,11.03519,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-84
146,2026-02-17 10:42:05,35.51621,11.03519,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
146,2026-02-17 10:42:05,35.51621,11.03519,dlink-D349,58:D5:6E:A9:D3:4A,-88
146,2026-02-17 10:42:05,35.51621,11.03519,ooredoo-43D540,98:A9:42:43:D5:41,-89
146,2026-02-17 10:42:05,35.51621,11.03519,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
145,2026-02-17 10:42:00,35.5162,11.03523,ORANGE_85A8,24:26:D6:F5:85:B0,-67
145,2026-02-17 10:42:00,35.5162,11.03523,TT_2998,40:ED:00:A6:29:98,-75
145,2026-02-17 10:42:00,35.5162,11.03523,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
145,2026-02-17 10:42:00,35.5162,11.03523,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-84
145,2026-02-17 10:42:00,35.5162,11.03523,dlink-D349,58:D5:6E:A9:D3:4A,-88
145,2026-02-17 10:42:00,35.5162,11.03523,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
144,2026-02-17 10:41:55,35.5162,11.03523,ORANGE_85A8,24:26:D6:F5:85:B0,-67
144,2026-02-17 10:41:55,35.5162,11.03523,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
144,2026-02-17 10:41:55,35.5162,11.03523,TT_2998,40:ED:00:A6:29:98,-75
144,2026-02-17 10:41:55,35.5162,11.03523,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
144,2026-02-17 10:41:55,35.5162,11.03523,ooredoo-43D540,98:A9:42:43:D5:41,-89
143,2026-02-17 10:41:50,35.51618,11.03524,ORANGE_85A8,24:26:D6:F5:85:B0,-67
143,2026-02-17 10:41:50,35.51618,11.03524,TT_2998,40:ED:00:A6:29:98,-75
143,2026-02-17 10:41:50,35.51618,11.03524,TOPNET_9BC2,AC:5E:14:F7:9B:C8,-82
143,2026-02-17 10:41:50,35.51618,11.03524,ooredoo-43D540,98:A9:42:43:D5:41,-89
143,2026-02-17 10:41:50,35.51618,11.03524,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
143,2026-02-17 10:41:50,35.51618,11.03524,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-84
143,2026-02-17 10:41:50,35.51618,11.03524,Flybox_F150,C2:5F:EE:50:F1:A5,-83
142,2026-02-17 10:41:45,35.51611,11.03538,ORANGE_85A8,24:26:D6:F5:85:B0,-70
142,2026-02-17 10:41:45,35.51611,11.03538,TOPNET_3000,C4:71:54:FC:30:00,-73
142,2026-02-17 10:41:45,35.51611,11.03538,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
142,2026-02-17 10:41:45,35.51611,11.03538,Flybox_F150,C2:5F:EE:50:F1:A5,-83
142,2026-02-17 10:41:45,35.51611,11.03538,Ooredoo-X16-FF2FF6,98:A9:42:FF:2F:F7,-84
142,2026-02-17 10:41:45,35.51611,11.03538,ooredoo-43D540,98:A9:42:43:D5:41,-89
142,2026-02-17 10:41:45,35.51611,11.03538,Melek,64:64:4A:46:24:6E,-89
141,2026-02-17 10:41:40,35.51611,11.03538,ORANGE_85A8,24:26:D6:F5:85:B0,-70
141,2026-02-17 10:41:40,35.51611,11.03538,ooredoo-43D540,98:A9:42:43:D5:41,-89
141,2026-02-17 10:41:40,35.51611,11.03538,ORANGE_85A8-EXT,90:91:64:28:F9:55,-84
141,2026-02-17 10:41:40,35.51611,11.03538,Flybox_F150,C2:5F:EE:50:F1:A5,-83
141,2026-02-17 10:41:40,35.51611,11.03538,TOPNET_3000,C4:71:54:FC:30:00,-73
141,2026-02-17 10:41:40,35.51611,11.03538,TT_2998,40:ED:00:A6:29:98,-75
141,2026-02-17 10:41:40,35.51611,11.03538,Melek,64:64:4A:46:24:6E,-89
140,2026-02-17 10:41:35,35.51582,11.03543,ORANGE_85A8,24:26:D6:F5:85:B0,-80
140,2026-02-17 10:41:35,35.51582,11.03543,Flybox_F150,C2:5F:EE:50:F1:A5,-88
139,2026-02-17 10:41:30,35.51592,11.03538,ORANGE_85A8,24:26:D6:F5:85:B0,-67
138,2026-02-17 10:41:25,35.51553,11.03545,ooredoo-43D540,98:A9:42:43:D5:41,-83
137,2026-02-17 10:41:20,35.51582,11.03541,ooredoo-43D540,98:A9:42:43:D5:41,-87
133,2026-02-17 10:41:00,35.5157,11.03562,Bannour Gri,98:A9:42:5D:80:A2,-85
133,2026-02-17 10:41:00,35.5157,11.03562,TT_8728,40:ED:00:C2:87:28,-85
133,2026-02-17 10:41:00,35.5157,11.03562,Fixbox-7E763C,34:BA:9A:7E:76:3C,-89
133,2026-02-17 10:41:00,35.5157,11.03562,HIDDEN,52:88:C7:CD:66:49,-89
132,2026-02-17 10:40:55,35.51567,11.03563,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-85
132,2026-02-17 10:40:55,35.51567,11.03563,HIDDEN,52:88:C7:CD:66:49,-89
131,2026-02-17 10:40:50,35.51578,11.0356,TT_8728,40:ED:00:C2:87:28,-85
130,2026-02-17 10:40:45,35.51556,11.0356,TT_8728,40:ED:00:C2:87:28,-79
130,2026-02-17 10:40:45,35.51556,11.0356,GLOBALNET,A0:18:42:7E:23:04,-84
130,2026-02-17 10:40:45,35.51556,11.0356,Bannour Gri,98:A9:42:5D:80:A2,-85
129,2026-02-17 10:40:39,35.51541,11.0357,TT_8728,40:ED:00:C2:87:28,-73
129,2026-02-17 10:40:39,35.51541,11.0357,Bannour Gri,98:A9:42:5D:80:A2,-85
129,2026-02-17 10:40:39,35.51541,11.0357,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-85
129,2026-02-17 10:40:39,35.51541,11.0357,GLOBALNET,A0:18:42:79:0E:76,-86
129,2026-02-17 10:40:39,35.51541,11.0357,ORANGE_85A8,24:26:D6:F5:85:B0,-90
128,2026-02-17 10:40:34,35.51533,11.03564,TT_8728,40:ED:00:C2:87:28,-71
128,2026-02-17 10:40:34,35.51533,11.03564,Bannour Gri,98:A9:42:5D:80:A2,-85
126,2026-02-17 10:40:24,35.51518,11.03564,GLOBALNET,A0:18:42:79:0E:76,-86
126,2026-02-17 10:40:24,35.51518,11.03564,TT_8728,40:ED:00:C2:87:28,-75
126,2026-02-17 10:40:24,35.51518,11.03564,AP_M32525-43964459P,68:25:DD:35:70:41,-89
125,2026-02-17 10:40:19,35.51518,11.03564,Ooredoo-X16-18D5E3,FC:3F:FC:18:D5:E4,-81
125,2026-02-17 10:40:19,35.51518,11.03564,GLOBALNET,A0:18:42:79:0E:76,-86
125,2026-02-17 10:40:19,35.51518,11.03564,TT_8728,40:ED:00:C2:87:28,-75
125,2026-02-17 10:40:19,35.51518,11.03564,Ooredoo-X17M-64921F,D8:42:F7:64:92:23,-89
125,2026-02-17 10:40:19,35.51518,11.03564,ooredoo-8B7E0A,98:A9:42:8B:7E:0B,-88
124,2026-02-17 10:40:14,35.51516,11.03572,TT_8728,40:ED:00:C2:87:28,-75
124,2026-02-17 10:40:14,35.51516,11.03572,Ooredoo-X16-18D5E3,FC:3F:FC:18:D5:E4,-81
124,2026-02-17 10:40:14,35.51516,11.03572,GLOBALNET,A0:18:42:79:0E:76,-86
124,2026-02-17 10:40:14,35.51516,11.03572,ooredoo-8B7E0A,98:A9:42:8B:7E:0B,-88
124,2026-02-17 10:40:14,35.51516,11.03572,AP_M32525-43964459P,68:25:DD:35:70:41,-89
123,2026-02-17 10:40:09,35.51518,11.03574,TT_8728,40:ED:00:C2:87:28,-75
123,2026-02-17 10:40:09,35.51518,11.03574,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-82
123,2026-02-17 10:40:09,35.51518,11.03574,Bannour Gri,98:A9:42:5D:80:A2,-85
123,2026-02-17 10:40:09,35.51518,11.03574,HIDDEN,52:88:C7:CD:66:49,-84
123,2026-02-17 10:40:09,35.51518,11.03574,Fixbox-7E763C,34:BA:9A:7E:76:3C,-86
123,2026-02-17 10:40:09,35.51518,11.03574,Ooredoo-18A654,FC:3F:FC:18:A6:56,-88
123,2026-02-17 10:40:09,35.51518,11.03574,Ooredoo-X17M-64921F,D8:42:F7:64:92:23,-89
122,2026-02-17 10:40:04,35.51511,11.0358,TT_8728,40:ED:00:C2:87:28,-77
122,2026-02-17 10:40:04,35.51511,11.0358,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-82
122,2026-02-17 10:40:04,35.51511,11.0358,Fixbox-7E763C,34:BA:9A:7E:76:3C,-86
122,2026-02-17 10:40:04,35.51511,11.0358,AP_M32525-43964459P,68:25:DD:35:70:41,-89
122,2026-02-17 10:40:04,35.51511,11.0358,Ooredoo-X16-18D5E3,FC:3F:FC:18:D5:E4,-81
122,2026-02-17 10:40:04,35.51511,11.0358,Ooredoo-X17M-64921F,D8:42:F7:64:92:23,-89
121,2026-02-17 10:39:59,35.51504,11.03585,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-82
121,2026-02-17 10:39:59,35.51504,11.03585,TT_8728,40:ED:00:C2:87:28,-75
121,2026-02-17 10:39:59,35.51504,11.03585,GLOBALNET,A0:18:42:7E:23:04,-89
120,2026-02-17 10:39:54,35.51503,11.03586,TT_8728,40:ED:00:C2:87:28,-75
120,2026-02-17 10:39:54,35.51503,11.03586,HIDDEN,52:88:C7:CD:66:49,-83
120,2026-02-17 10:39:54,35.51503,11.03586,Bannour Gri,98:A9:42:5D:80:A2,-85
120,2026-02-17 10:39:54,35.51503,11.03586,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-82
120,2026-02-17 10:39:54,35.51503,11.03586,Fixbox-7E763C,34:BA:9A:7E:76:3C,-86
119,2026-02-17 10:39:49,35.51499,11.03586,TT_8728,40:ED:00:C2:87:28,-74
119,2026-02-17 10:39:49,35.51499,11.03586,HIDDEN,52:88:C7:CD:66:49,-83
119,2026-02-17 10:39:49,35.51499,11.03586,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-82
119,2026-02-17 10:39:49,35.51499,11.03586,Fixbox-7E763C,34:BA:9A:7E:76:3C,-86
119,2026-02-17 10:39:49,35.51499,11.03586,Ooredoo-18A654,FC:3F:FC:18:A6:56,-88
118,2026-02-17 10:39:44,35.51475,11.03591,TT_8728,40:ED:00:C2:87:28,-78
118,2026-02-17 10:39:44,35.51475,11.03591,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-84
118,2026-02-17 10:39:44,35.51475,11.03591,ooredoo-5D79A7,98:A9:42:5D:79:A8,-83
118,2026-02-17 10:39:44,35.51475,11.03591,HIDDEN,52:88:C7:CE:B6:C9,-88
117,2026-02-17 10:39:39,35.51477,11.03591,TT_8728,40:ED:00:C2:87:28,-75
117,2026-02-17 10:39:39,35.51477,11.03591,HIDDEN,52:88:C7:CD:66:49,-83
117,2026-02-17 10:39:39,35.51477,11.03591,ALHN-8476_plus,A4:BA:70:26:BC:B1,-83
117,2026-02-17 10:39:39,35.51477,11.03591,SE 2KTL_2104-72370884D,34:EA:E7:59:99:2B,-90
116,2026-02-17 10:39:34,35.51472,11.0359,TT_8728,40:ED:00:C2:87:28,-75
116,2026-02-17 10:39:34,35.51472,11.0359,ALHN-8CD2_plus,44:F7:70:64:63:24,-86
116,2026-02-17 10:39:34,35.51472,11.0359,SE 2KTL_2104-72370884D,34:EA:E7:59:99:2B,-90
115,2026-02-17 10:39:29,35.51472,11.0359,TT_8728,40:ED:00:C2:87:28,-75
115,2026-02-17 10:39:29,35.51472,11.0359,ALHN-8476_plus,A4:BA:70:26:BC:B1,-83
115,2026-02-17 10:39:29,35.51472,11.0359,HIDDEN,52:88:C7:CD:66:49,-83
115,2026-02-17 10:39:29,35.51472,11.0359,ooredoo-43FE1A,98:A9:42:43:FE:1B,-86
115,2026-02-17 10:39:29,35.51472,11.0359,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
114,2026-02-17 10:39:24,35.51471,11.03595,TT_8728,40:ED:00:C2:87:28,-75
114,2026-02-17 10:39:24,35.51471,11.03595,ALHN-8CD2_plus,44:F7:70:64:63:24,-86
114,2026-02-17 10:39:24,35.51471,11.03595,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
114,2026-02-17 10:39:24,35.51471,11.03595,ooredoo-5D79A7,98:A9:42:5D:79:A8,-83
114,2026-02-17 10:39:24,35.51471,11.03595,ooredoo-43FE1A,98:A9:42:43:FE:1B,-86
114,2026-02-17 10:39:24,35.51471,11.03595,SE 2KTL_2104-72370884D,34:EA:E7:59:99:2B,-90
114,2026-02-17 10:39:24,35.51471,11.03595,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-87
113,2026-02-17 10:39:19,35.5147,11.03594,ooredoo-5D79A7,98:A9:42:5D:79:A8,-83
113,2026-02-17 10:39:19,35.5147,11.03594,ALHN-8CD2_plus,44:F7:70:64:63:24,-86
113,2026-02-17 10:39:19,35.5147,11.03594,HIDDEN,52:88:C7:CE:B6:C9,-88
113,2026-02-17 10:39:19,35.5147,11.03594,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
113,2026-02-17 10:39:19,35.5147,11.03594,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-89
112,2026-02-17 10:39:14,35.5147,11.03599,TT_8728,40:ED:00:C2:87:28,-75
112,2026-02-17 10:39:14,35.5147,11.03599,ooredoo-8BD5E2,98:A9:42:8B:D5:E3,-87
112,2026-02-17 10:39:14,35.5147,11.03599,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
112,2026-02-17 10:39:14,35.5147,11.03599,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-89
111,2026-02-17 10:39:09,35.51471,11.03598,TT_8728,40:ED:00:C2:87:28,-75
111,2026-02-17 10:39:09,35.51471,11.03598,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
111,2026-02-17 10:39:09,35.51471,11.03598,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-89
110,2026-02-17 10:39:04,35.51473,11.03603,TT_8728,40:ED:00:C2:87:28,-79
110,2026-02-17 10:39:04,35.51473,11.03603,ooredoo-43FE1A,98:A9:42:43:FE:1B,-86
109,2026-02-17 10:38:59,35.51475,11.03633,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
109,2026-02-17 10:38:59,35.51475,11.03633,TT_8728,40:ED:00:C2:87:28,-80
109,2026-02-17 10:38:59,35.51475,11.03633,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
109,2026-02-17 10:38:59,35.51475,11.03633,ooredoo-43FE1A,98:A9:42:43:FE:1B,-84
109,2026-02-17 10:38:59,35.51475,11.03633,SE 2KTL_2104-72370884D,34:EA:E7:59:99:2B,-84
109,2026-02-17 10:38:59,35.51475,11.03633,ooredoo-5D79A7,98:A9:42:5D:79:A8,-89
109,2026-02-17 10:38:59,35.51475,11.03633,ALHN-8CD2_plus,44:F7:70:64:63:24,-90
108,2026-02-17 10:38:54,35.51466,11.03646,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
108,2026-02-17 10:38:54,35.51466,11.03646,Ooredoo-18A654,FC:3F:FC:18:A6:56,-85
108,2026-02-17 10:38:54,35.51466,11.03646,TT_8728,40:ED:00:C2:87:28,-87
107,2026-02-17 10:38:49,35.51463,11.03658,SE 2KTL_2104-72370884D,34:EA:E7:59:99:2B,-84
107,2026-02-17 10:38:49,35.51463,11.03658,Ooredoo-18A654,FC:3F:FC:18:A6:56,-85
107,2026-02-17 10:38:49,35.51463,11.03658,ooredoo-5D79A7,98:A9:42:5D:79:A8,-89
106,2026-02-17 10:38:44,35.51455,11.03674,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
106,2026-02-17 10:38:44,35.51455,11.03674,HIDDEN,52:88:C7:CE:44:29,-82
106,2026-02-17 10:38:44,35.51455,11.03674,ALHN-7D4C,50:88:C7:9E:44:29,-83
106,2026-02-17 10:38:44,35.51455,11.03674,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
106,2026-02-17 10:38:44,35.51455,11.03674,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
105,2026-02-17 10:38:39,35.51455,11.03674,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
105,2026-02-17 10:38:39,35.51455,11.03674,HIDDEN,52:88:C7:CE:44:29,-82
105,2026-02-17 10:38:39,35.51455,11.03674,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
105,2026-02-17 10:38:39,35.51455,11.03674,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
105,2026-02-17 10:38:39,35.51455,11.03674,ALHN-7D4C,50:88:C7:9E:44:29,-83
105,2026-02-17 10:38:39,35.51455,11.03674,MAXBOX5G_571A,82:82:D0:1A:57:BF,-88
105,2026-02-17 10:38:39,35.51455,11.03674,TT_8728,40:ED:00:C2:87:28,-87
104,2026-02-17 10:38:34,35.51454,11.03674,Ooredoo-18A654,FC:3F:FC:18:A6:56,-86
104,2026-02-17 10:38:34,35.51454,11.03674,HIDDEN,52:88:C7:CF:0C:09,-90
103,2026-02-17 10:38:29,35.51452,11.03674,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
103,2026-02-17 10:38:29,35.51452,11.03674,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
103,2026-02-17 10:38:29,35.51452,11.03674,TT_C4F8,60:A4:B7:45:C4:F8,-87
102,2026-02-17 10:38:24,35.51439,11.03674,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
102,2026-02-17 10:38:24,35.51439,11.03674,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
102,2026-02-17 10:38:24,35.51439,11.03674,TT_C4F8,60:A4:B7:45:C4:F8,-87
102,2026-02-17 10:38:24,35.51439,11.03674,MAXBOX5G_571A,82:82:D0:1A:57:BF,-88
102,2026-02-17 10:38:24,35.51439,11.03674,Ooredoo-18A654,FC:3F:FC:18:A6:56,-85
101,2026-02-17 10:38:18,35.51438,11.03676,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
101,2026-02-17 10:38:18,35.51438,11.03676,TT_C4F8,60:A4:B7:45:C4:F8,-87
101,2026-02-17 10:38:18,35.51438,11.03676,MAXBOX5G_571A,82:82:D0:1A:57:BF,-88
100,2026-02-17 10:38:13,35.51432,11.03675,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
100,2026-02-17 10:38:13,35.51432,11.03675,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-79
99,2026-02-17 10:38:08,35.51404,11.03663,ALHN-8CD2_plus,44:F7:70:64:63:24,-78
99,2026-02-17 10:38:08,35.51404,11.03663,MAXBOX5G_571A,82:82:D0:1A:57:BF,-84
99,2026-02-17 10:38:08,35.51404,11.03663,TOPNET_E930_2EX,74:DA:38:C6:0E:81,-87
98,2026-02-17 10:38:03,35.5142,11.03672,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
97,2026-02-17 10:37:58,35.5142,11.03672,ALHN-8CD2_plus,44:F7:70:64:63:24,-75
97,2026-02-17 10:37:58,35.5142,11.03672,ALHN-89CA,50:88:C7:9F:0C:09,-84
97,2026-02-17 10:37:58,35.5142,11.03672,HIDDEN,52:88:C7:CF:0C:09,-86
97,2026-02-17 10:37:58,35.5142,11.03672,MAXBOX5G_571A,82:82:D0:1A:57:BF,-86
